date,brand,category,season,sim_price,sim_demand
2024-12-30,Forever21,Shoes,Winter,80.72,6.22
2024-01-01,Forever21,Tops,Winter,72.21,7.21
2024-01-08,Forever21,Tops,Winter,67.37,8.56
2024-01-15,Forever21,Tops,Winter,69.19,7.45
2024-01-22,Forever21,Tops,Winter,70.91,7.27
2024-01-29,Forever21,Tops,Winter,75.38,6.43
2024-02-05,Forever21,Tops,Winter,72.28,7.82
2024-02-12,Forever21,Tops,Winter,70.55,8.12
2024-02-19,Forever21,Tops,Winter,75.9,6.9
2024-02-26,Forever21,Tops,Winter,82.22,6.25
2024-03-04,Forever21,Tops,Spring,77.69,9.23
2024-03-11,Forever21,Tops,Spring,78.33,8.19
2024-03-18,Forever21,Tops,Spring,80.94,8.08
2024-03-25,Forever21,Tops,Spring,79.9,8.44
2024-04-01,Forever21,Tops,Spring,81.67,7.48
2024-04-08,Forever21,Tops,Spring,84.1,6.93
2024-04-15,Forever21,Tops,Spring,80.36,7.85
2024-04-22,Forever21,Tops,Spring,78.95,7.86
2024-04-29,Forever21,Tops,Spring,69.74,8.98
2024-05-06,Forever21,Tops,Spring,67.83,8.66
2024-05-13,Forever21,Tops,Spring,64.77,8.16
2024-05-20,Forever21,Tops,Spring,66.22,9.13
2024-05-27,Forever21,Tops,Spring,64.85,10.8
2024-06-03,Forever21,Tops,Summer,64.33,10.47
2024-06-10,Forever21,Tops,Summer,68.05,9.94
2024-06-17,Forever21,Tops,Summer,74.5,8.95
2024-06-24,Forever21,Tops,Summer,73.39,8.69
2024-07-01,Forever21,Tops,Summer,72.4,8.56
2024-07-08,Forever21,Tops,Summer,71.58,8.83
2024-07-15,Forever21,Tops,Summer,72.82,7.62
2024-07-22,Forever21,Tops,Summer,67.37,10.47
2024-07-29,Forever21,Tops,Summer,64.28,9.95
2024-08-05,Forever21,Tops,Summer,63.14,10.85
2024-08-12,Forever21,Tops,Summer,64.95,9.9
2024-08-19,Forever21,Tops,Summer,66.69,9.07
2024-08-26,Forever21,Tops,Summer,69.62,8.91
2024-09-02,Forever21,Tops,Fall,71.54,7.52
2024-09-09,Forever21,Tops,Fall,66.7,8.71
2024-09-16,Forever21,Tops,Fall,67.94,8.72
2024-09-23,Forever21,Tops,Fall,71.68,8.33
2024-09-30,Forever21,Tops,Fall,75.32,8.01
2024-10-07,Forever21,Tops,Fall,73.12,8.35
2024-10-14,Forever21,Tops,Fall,78.1,7.54
2024-10-21,Forever21,Tops,Fall,71.9,7.56
2024-10-28,Forever21,Tops,Fall,71.23,8.19
2024-11-04,Forever21,Tops,Fall,66.24,8.35
2024-11-11,Forever21,Tops,Fall,65.42,9.05
2024-11-18,Forever21,Tops,Fall,61.54,9.15
2024-11-25,Forever21,Tops,Fall,59.67,9.92
2024-12-02,Forever21,Tops,Winter,57.63,9.48
2024-12-09,Forever21,Tops,Winter,62.3,8.71
2024-12-16,Forever21,Tops,Winter,64.43,8.48
2024-12-23,Forever21,Tops,Winter,66.84,8.16
2024-12-30,Forever21,Tops,Winter,65.58,7.57
2024-01-01,Gap,Accessories,Winter,45.92,13.68
2024-01-08,Gap,Accessories,Winter,44.37,14.14
2024-01-15,Gap,Accessories,Winter,42.87,15.04
2024-01-22,Gap,Accessories,Winter,43.12,15.02
2024-01-29,Gap,Accessories,Winter,42.26,14.0
2024-02-05,Gap,Accessories,Winter,43.01,14.73
2024-02-12,Gap,Accessories,Winter,45.6,13.55
2024-02-19,Gap,Accessories,Winter,42.28,14.09
2024-02-26,Gap,Accessories,Winter,40.53,17.2
2024-03-04,Gap,Accessories,Spring,39.69,20.03
2024-03-11,Gap,Accessories,Spring,40.04,16.09
2024-03-18,Gap,Accessories,Spring,40.28,18.11
2024-03-25,Gap,Accessories,Spring,36.01,23.34
2024-04-01,Gap,Accessories,Spring,37.04,18.16
2024-04-08,Gap,Accessories,Spring,37.78,19.44
2024-04-15,Gap,Accessories,Spring,38.38,22.04
2024-04-22,Gap,Accessories,Spring,40.15,19.21
2024-04-29,Gap,Accessories,Spring,43.18,17.78
2024-05-06,Gap,Accessories,Spring,42.49,18.29
2024-05-13,Gap,Accessories,Spring,43.88,18.07
2024-05-20,Gap,Accessories,Spring,44.56,17.69
2024-05-27,Gap,Accessories,Spring,45.14,15.85
2024-06-03,Gap,Accessories,Summer,46.11,16.03
2024-06-10,Gap,Accessories,Summer,45.3,16.64
2024-06-17,Gap,Accessories,Summer,45.75,15.29
2024-06-24,Gap,Accessories,Summer,47.97,16.41
2024-07-01,Gap,Accessories,Summer,48.41,17.32
2024-07-08,Gap,Accessories,Summer,45.1,16.31
2024-07-15,Gap,Accessories,Summer,45.94,20.08
2024-07-22,Gap,Accessories,Summer,44.17,17.1
2024-07-29,Gap,Accessories,Summer,44.49,16.16
2024-08-05,Gap,Accessories,Summer,44.67,18.62
2024-08-12,Gap,Accessories,Summer,46.0,15.79
2024-08-19,Gap,Accessories,Summer,49.28,16.1
2024-08-26,Gap,Accessories,Summer,47.21,17.49
2024-09-02,Gap,Accessories,Fall,47.6,16.09
2024-09-09,Gap,Accessories,Fall,46.58,13.7
2024-09-16,Gap,Accessories,Fall,48.2,13.15
2024-09-23,Gap,Accessories,Fall,48.65,12.58
2024-09-30,Gap,Accessories,Fall,47.51,13.76
2024-10-07,Gap,Accessories,Fall,47.7,15.24
2024-10-14,Gap,Accessories,Fall,45.91,15.73
2024-10-21,Gap,Accessories,Fall,46.58,15.41
2024-10-28,Gap,Accessories,Fall,43.97,15.94
2024-11-04,Gap,Accessories,Fall,46.2,12.69
2024-11-11,Gap,Accessories,Fall,44.41,16.36
2024-11-18,Gap,Accessories,Fall,46.21,16.03
2024-11-25,Gap,Accessories,Fall,47.95,14.45
2024-12-02,Gap,Accessories,Winter,47.47,13.38
2024-12-09,Gap,Accessories,Winter,47.39,14.63
2024-12-16,Gap,Accessories,Winter,47.38,12.42
2024-12-23,Gap,Accessories,Winter,47.39,12.78
2024-12-30,Gap,Accessories,Winter,47.63,11.95
2024-01-01,Gap,Bottoms,Winter,56.46,10.42
2024-01-08,Gap,Bottoms,Winter,55.53,8.52
2024-01-15,Gap,Bottoms,Winter,53.32,10.34
2024-01-22,Gap,Bottoms,Winter,53.6,9.24
2024-01-29,Gap,Bottoms,Winter,52.33,10.11
2024-02-05,Gap,Bottoms,Winter,53.87,9.46
2024-02-12,Gap,Bottoms,Winter,51.97,9.52
2024-02-19,Gap,Bottoms,Winter,52.45,10.51
2024-02-26,Gap,Bottoms,Winter,53.91,9.99
2024-03-04,Gap,Bottoms,Spring,54.91,10.8
2024-03-11,Gap,Bottoms,Spring,54.41,11.68
2024-03-18,Gap,Bottoms,Spring,52.23,12.03
2024-03-25,Gap,Bottoms,Spring,53.33,11.84
2024-04-01,Gap,Bottoms,Spring,53.08,11.47
2024-04-08,Gap,Bottoms,Spring,52.63,11.24
2024-04-15,Gap,Bottoms,Spring,52.42,11.52
2024-04-22,Gap,Bottoms,Spring,51.56,11.75
2024-04-29,Gap,Bottoms,Spring,51.07,12.48
2024-05-06,Gap,Bottoms,Spring,50.98,14.14
2024-05-13,Gap,Bottoms,Spring,52.4,12.98
2024-05-20,Gap,Bottoms,Spring,51.54,11.36
2024-05-27,Gap,Bottoms,Spring,54.95,10.34
2024-06-03,Gap,Bottoms,Summer,59.28,10.77
2024-06-10,Gap,Bottoms,Summer,56.36,11.14
2024-06-17,Gap,Bottoms,Summer,52.41,12.85
2024-06-24,Gap,Bottoms,Summer,52.18,14.37
2024-07-01,Gap,Bottoms,Summer,54.04,12.15
2024-07-08,Gap,Bottoms,Summer,52.48,13.38
2024-07-15,Gap,Bottoms,Summer,51.63,13.58
2024-07-22,Gap,Bottoms,Summer,52.01,15.22
2024-07-29,Gap,Bottoms,Summer,49.5,15.43
2024-08-05,Gap,Bottoms,Summer,53.66,13.1
2024-08-12,Gap,Bottoms,Summer,54.28,11.27
2024-08-19,Gap,Bottoms,Summer,54.9,10.64
2024-08-26,Gap,Bottoms,Summer,55.3,10.58
2024-09-02,Gap,Bottoms,Fall,52.03,10.81
2024-09-09,Gap,Bottoms,Fall,51.02,11.01
2024-09-16,Gap,Bottoms,Fall,52.59,10.3
2024-09-23,Gap,Bottoms,Fall,50.9,11.15
2024-09-30,Gap,Bottoms,Fall,49.29,12.8
2024-10-07,Gap,Bottoms,Fall,50.04,11.67
2024-10-14,Gap,Bottoms,Fall,51.6,11.27
2024-10-21,Gap,Bottoms,Fall,49.85,11.03
2024-10-28,Gap,Bottoms,Fall,48.81,10.98
2024-11-04,Gap,Bottoms,Fall,48.86,12.06
2024-11-11,Gap,Bottoms,Fall,52.5,10.89
2024-11-18,Gap,Bottoms,Fall,52.66,9.7
2024-11-25,Gap,Bottoms,Fall,55.93,10.41
2024-12-02,Gap,Bottoms,Winter,53.97,8.18
2024-12-09,Gap,Bottoms,Winter,55.27,7.25
2024-12-16,Gap,Bottoms,Winter,53.81,9.63
2024-12-23,Gap,Bottoms,Winter,52.68,9.83
2024-12-30,Gap,Bottoms,Winter,55.87,8.58
2024-01-01,Gap,Dresses,Winter,86.4,6.22
2024-01-08,Gap,Dresses,Winter,92.47,4.29
2024-01-15,Gap,Dresses,Winter,96.25,5.01
2024-01-22,Gap,Dresses,Winter,98.78,4.47
2024-01-29,Gap,Dresses,Winter,95.43,6.34
2024-02-05,Gap,Dresses,Winter,100.23,4.84
2024-02-12,Gap,Dresses,Winter,105.14,4.89
2024-02-19,Gap,Dresses,Winter,104.41,4.68
2024-02-26,Gap,Dresses,Winter,101.71,5.06
2024-03-04,Gap,Dresses,Spring,93.56,6.42
2024-03-11,Gap,Dresses,Spring,94.73,6.6
2024-03-18,Gap,Dresses,Spring,98.3,6.11
2024-03-25,Gap,Dresses,Spring,97.85,5.7
2024-04-01,Gap,Dresses,Spring,93.22,6.23
2024-04-08,Gap,Dresses,Spring,90.26,6.73
2024-04-15,Gap,Dresses,Spring,94.11,7.0
2024-04-22,Gap,Dresses,Spring,91.38,6.87
2024-04-29,Gap,Dresses,Spring,92.71,6.63
2024-05-06,Gap,Dresses,Spring,88.09,7.18
2024-05-13,Gap,Dresses,Spring,96.42,6.29
2024-05-20,Gap,Dresses,Spring,93.5,7.44
2024-05-27,Gap,Dresses,Spring,88.72,6.97
2024-06-03,Gap,Dresses,Summer,88.62,6.22
2024-06-10,Gap,Dresses,Summer,88.75,7.62
2024-06-17,Gap,Dresses,Summer,87.99,7.08
2024-06-24,Gap,Dresses,Summer,87.64,7.21
2024-07-01,Gap,Dresses,Summer,92.15,7.85
2024-07-08,Gap,Dresses,Summer,96.48,7.98
2024-07-15,Gap,Dresses,Summer,102.43,6.33
2024-07-22,Gap,Dresses,Summer,91.04,8.56
2024-07-29,Gap,Dresses,Summer,92.7,6.29
2024-08-05,Gap,Dresses,Summer,91.34,6.58
2024-08-12,Gap,Dresses,Summer,97.11,6.81
2024-08-19,Gap,Dresses,Summer,97.04,6.51
2024-08-26,Gap,Dresses,Summer,98.55,6.26
2024-09-02,Gap,Dresses,Fall,101.5,5.9
2024-09-09,Gap,Dresses,Fall,98.6,5.56
2024-09-16,Gap,Dresses,Fall,92.41,6.36
2024-09-23,Gap,Dresses,Fall,94.36,5.45
2024-09-30,Gap,Dresses,Fall,94.08,6.05
2024-10-07,Gap,Dresses,Fall,98.4,5.68
2024-10-14,Gap,Dresses,Fall,102.86,5.96
2024-10-21,Gap,Dresses,Fall,95.31,5.32
2024-10-28,Gap,Dresses,Fall,97.79,5.52
2024-11-04,Gap,Dresses,Fall,97.65,6.31
2024-11-11,Gap,Dresses,Fall,91.14,6.69
2024-11-18,Gap,Dresses,Fall,86.95,6.91
2024-11-25,Gap,Dresses,Fall,85.88,6.71
2024-12-02,Gap,Dresses,Winter,85.83,6.68
2024-12-09,Gap,Dresses,Winter,88.37,6.24
2024-12-16,Gap,Dresses,Winter,86.58,6.28
2024-12-23,Gap,Dresses,Winter,85.88,6.69
2024-12-30,Gap,Dresses,Winter,82.22,6.75
2024-01-01,Gap,Outerwear,Winter,136.31,2.66
2024-01-08,Gap,Outerwear,Winter,137.97,3.0
2024-01-15,Gap,Outerwear,Winter,131.18,3.25
2024-01-22,Gap,Outerwear,Winter,127.24,3.4
2024-01-29,Gap,Outerwear,Winter,128.46,3.53
2024-02-05,Gap,Outerwear,Winter,132.12,3.01
2024-02-12,Gap,Outerwear,Winter,129.94,3.17
2024-02-19,Gap,Outerwear,Winter,124.2,3.27
2024-02-26,Gap,Outerwear,Winter,131.12,2.99
2024-03-04,Gap,Outerwear,Spring,126.71,3.84
2024-03-11,Gap,Outerwear,Spring,131.13,3.66
2024-03-18,Gap,Outerwear,Spring,132.71,3.46
2024-03-25,Gap,Outerwear,Spring,128.21,4.08
2024-04-01,Gap,Outerwear,Spring,137.92,4.08
2024-04-08,Gap,Outerwear,Spring,136.75,3.27
2024-04-15,Gap,Outerwear,Spring,132.23,3.96
2024-04-22,Gap,Outerwear,Spring,142.71,3.07
2024-04-29,Gap,Outerwear,Spring,137.05,3.29
2024-05-06,Gap,Outerwear,Spring,144.39,3.39
2024-05-13,Gap,Outerwear,Spring,142.48,3.01
2024-05-20,Gap,Outerwear,Spring,134.22,3.98
2024-05-27,Gap,Outerwear,Spring,127.63,3.3
2024-06-03,Gap,Outerwear,Summer,126.04,4.39
2024-06-10,Gap,Outerwear,Summer,130.1,4.03
2024-06-17,Gap,Outerwear,Summer,134.22,4.4
2024-06-24,Gap,Outerwear,Summer,140.03,3.6
2024-07-01,Gap,Outerwear,Summer,133.99,3.76
2024-07-08,Gap,Outerwear,Summer,131.04,4.04
2024-07-15,Gap,Outerwear,Summer,128.36,3.76
2024-07-22,Gap,Outerwear,Summer,128.47,4.04
2024-07-29,Gap,Outerwear,Summer,131.67,4.22
2024-08-05,Gap,Outerwear,Summer,140.85,3.83
2024-08-12,Gap,Outerwear,Summer,141.88,4.11
2024-08-19,Gap,Outerwear,Summer,147.83,2.79
2024-08-26,Gap,Outerwear,Summer,164.35,2.72
2024-09-02,Gap,Outerwear,Fall,158.6,2.77
2024-09-09,Gap,Outerwear,Fall,147.5,2.84
2024-09-16,Gap,Outerwear,Fall,148.56,2.99
2024-09-23,Gap,Outerwear,Fall,143.06,3.12
2024-09-30,Gap,Outerwear,Fall,143.26,3.41
2024-10-07,Gap,Outerwear,Fall,132.69,3.9
2024-10-14,Gap,Outerwear,Fall,137.97,3.36
2024-10-21,Gap,Outerwear,Fall,135.26,2.9
2024-10-28,Gap,Outerwear,Fall,135.81,3.23
2024-11-04,Gap,Outerwear,Fall,132.71,3.62
2024-11-11,Gap,Outerwear,Fall,133.84,3.17
2024-11-18,Gap,Outerwear,Fall,134.05,3.28
2024-11-25,Gap,Outerwear,Fall,143.77,3.08
2024-12-02,Gap,Outerwear,Winter,149.58,2.98
2024-12-09,Gap,Outerwear,Winter,148.84,2.65
2024-12-16,Gap,Outerwear,Winter,146.33,2.79
2024-12-23,Gap,Outerwear,Winter,151.73,2.43
2024-12-30,Gap,Outerwear,Winter,137.12,3.45
2024-01-01,Gap,Shoes,Winter,96.65,4.38
2024-01-08,Gap,Shoes,Winter,104.67,4.21
2024-01-15,Gap,Shoes,Winter,104.19,4.91
2024-01-22,Gap,Shoes,Winter,115.36,3.89
2024-01-29,Gap,Shoes,Winter,113.5,3.52
2024-02-05,Gap,Shoes,Winter,111.81,4.1
2024-02-12,Gap,Shoes,Winter,123.14,3.49
2024-02-19,Gap,Shoes,Winter,124.97,3.89
2024-02-26,Gap,Shoes,Winter,112.0,3.53
2024-03-04,Gap,Shoes,Spring,103.42,5.39
2024-03-11,Gap,Shoes,Spring,112.16,4.44
2024-03-18,Gap,Shoes,Spring,109.07,4.74
2024-03-25,Gap,Shoes,Spring,110.12,4.12
2024-04-01,Gap,Shoes,Spring,117.49,4.27
2024-04-08,Gap,Shoes,Spring,112.45,4.53
2024-04-15,Gap,Shoes,Spring,118.08,4.51
2024-04-22,Gap,Shoes,Spring,114.59,4.85
2024-04-29,Gap,Shoes,Spring,99.97,5.62
2024-05-06,Gap,Shoes,Spring,97.05,5.57
2024-05-13,Gap,Shoes,Spring,99.28,5.41
2024-05-20,Gap,Shoes,Spring,94.64,5.67
2024-05-27,Gap,Shoes,Spring,99.4,5.25
2024-06-03,Gap,Shoes,Summer,98.78,5.23
2024-06-10,Gap,Shoes,Summer,105.92,5.42
2024-06-17,Gap,Shoes,Summer,102.75,5.78
2024-06-24,Gap,Shoes,Summer,102.46,5.71
2024-07-01,Gap,Shoes,Summer,110.4,5.45
2024-07-08,Gap,Shoes,Summer,111.16,5.5
2024-07-15,Gap,Shoes,Summer,112.04,4.32
2024-07-22,Gap,Shoes,Summer,110.91,5.08
2024-07-29,Gap,Shoes,Summer,107.21,5.9
2024-08-05,Gap,Shoes,Summer,102.54,6.2
2024-08-12,Gap,Shoes,Summer,98.72,5.39
2024-08-19,Gap,Shoes,Summer,99.86,6.25
2024-08-26,Gap,Shoes,Summer,102.07,5.86
2024-09-02,Gap,Shoes,Fall,103.07,4.97
2024-09-09,Gap,Shoes,Fall,97.24,5.61
2024-09-16,Gap,Shoes,Fall,101.57,5.21
2024-09-23,Gap,Shoes,Fall,100.06,5.69
2024-09-30,Gap,Shoes,Fall,104.85,4.72
2024-10-07,Gap,Shoes,Fall,100.24,4.41
2024-10-14,Gap,Shoes,Fall,99.02,4.96
2024-10-21,Gap,Shoes,Fall,99.11,5.76
2024-10-28,Gap,Shoes,Fall,92.45,5.69
2024-11-04,Gap,Shoes,Fall,89.0,5.35
2024-11-11,Gap,Shoes,Fall,83.07,5.69
2024-11-18,Gap,Shoes,Fall,84.98,5.67
2024-11-25,Gap,Shoes,Fall,90.28,5.29
2024-12-02,Gap,Shoes,Winter,90.8,4.6
2024-12-09,Gap,Shoes,Winter,91.96,5.24
2024-12-16,Gap,Shoes,Winter,85.97,5.22
2024-12-23,Gap,Shoes,Winter,89.45,6.26
2024-12-30,Gap,Shoes,Winter,91.13,4.37
2024-01-01,Gap,Tops,Winter,58.86,10.22
2024-01-08,Gap,Tops,Winter,59.06,8.79
2024-01-15,Gap,Tops,Winter,57.6,10.11
2024-01-22,Gap,Tops,Winter,62.87,8.59
2024-01-29,Gap,Tops,Winter,65.36,10.44
2024-02-05,Gap,Tops,Winter,61.22,7.4
2024-02-12,Gap,Tops,Winter,59.02,9.24
2024-02-19,Gap,Tops,Winter,60.81,8.67
2024-02-26,Gap,Tops,Winter,62.15,8.43
2024-03-04,Gap,Tops,Spring,60.43,11.78
2024-03-11,Gap,Tops,Spring,55.22,12.12
2024-03-18,Gap,Tops,Spring,55.02,11.16
2024-03-25,Gap,Tops,Spring,55.34,11.07
2024-04-01,Gap,Tops,Spring,55.99,10.45
2024-04-08,Gap,Tops,Spring,54.05,11.74
2024-04-15,Gap,Tops,Spring,56.69,11.64
2024-04-22,Gap,Tops,Spring,55.34,14.03
2024-04-29,Gap,Tops,Spring,56.5,10.64
2024-05-06,Gap,Tops,Spring,57.7,10.19
2024-05-13,Gap,Tops,Spring,57.85,11.3
2024-05-20,Gap,Tops,Spring,56.27,10.63
2024-05-27,Gap,Tops,Spring,57.93,11.44
2024-06-03,Gap,Tops,Summer,55.58,11.81
2024-06-10,Gap,Tops,Summer,59.83,10.2
2024-06-17,Gap,Tops,Summer,59.87,11.64
2024-06-24,Gap,Tops,Summer,59.09,11.94
2024-07-01,Gap,Tops,Summer,58.5,11.93
2024-07-08,Gap,Tops,Summer,57.87,12.08
2024-07-15,Gap,Tops,Summer,55.37,10.88
2024-07-22,Gap,Tops,Summer,53.89,12.78
2024-07-29,Gap,Tops,Summer,55.02,14.13
2024-08-05,Gap,Tops,Summer,56.09,11.15
2024-08-12,Gap,Tops,Summer,53.93,12.2
2024-08-19,Gap,Tops,Summer,51.12,14.72
2024-08-26,Gap,Tops,Summer,51.28,13.21
2024-09-02,Gap,Tops,Fall,51.54,13.1
2024-09-09,Gap,Tops,Fall,51.36,13.22
2024-09-16,Gap,Tops,Fall,51.29,10.32
2024-09-23,Gap,Tops,Fall,51.97,11.91
2024-09-30,Gap,Tops,Fall,51.12,10.8
2024-10-07,Gap,Tops,Fall,50.23,13.36
2024-10-14,Gap,Tops,Fall,51.82,11.68
2024-10-21,Gap,Tops,Fall,49.68,13.29
2024-10-28,Gap,Tops,Fall,49.66,12.91
2024-11-04,Gap,Tops,Fall,52.22,11.77
2024-11-11,Gap,Tops,Fall,55.79,11.45
2024-11-18,Gap,Tops,Fall,58.72,12.59
2024-11-25,Gap,Tops,Fall,60.75,9.93
2024-12-02,Gap,Tops,Winter,64.36,9.0
2024-12-09,Gap,Tops,Winter,65.29,7.83
2024-12-16,Gap,Tops,Winter,64.57,7.83
2024-12-23,Gap,Tops,Winter,62.63,8.59
2024-12-30,Gap,Tops,Winter,62.29,7.7
2024-01-01,H&M,Accessories,Winter,44.12,14.26
2024-01-08,H&M,Accessories,Winter,42.34,14.66
2024-01-15,H&M,Accessories,Winter,42.73,13.63
2024-01-22,H&M,Accessories,Winter,43.59,14.27
2024-01-29,H&M,Accessories,Winter,44.75,13.55
2024-02-05,H&M,Accessories,Winter,47.14,13.31
2024-02-12,H&M,Accessories,Winter,46.05,11.9
2024-02-19,H&M,Accessories,Winter,44.18,13.78
2024-02-26,H&M,Accessories,Winter,45.22,14.68
2024-03-04,H&M,Accessories,Spring,43.79,16.96
2024-03-11,H&M,Accessories,Spring,41.46,19.98
2024-03-18,H&M,Accessories,Spring,41.73,15.96
2024-03-25,H&M,Accessories,Spring,42.8,18.01
2024-04-01,H&M,Accessories,Spring,44.74,18.46
2024-04-08,H&M,Accessories,Spring,49.74,15.48
2024-04-15,H&M,Accessories,Spring,47.7,14.66
2024-04-22,H&M,Accessories,Spring,50.51,14.36
2024-04-29,H&M,Accessories,Spring,46.84,15.8
2024-05-06,H&M,Accessories,Spring,42.34,17.62
2024-05-13,H&M,Accessories,Spring,41.59,18.4
2024-05-20,H&M,Accessories,Spring,41.8,19.58
2024-05-27,H&M,Accessories,Spring,40.6,20.19
2024-06-03,H&M,Accessories,Summer,42.79,19.78
2024-06-10,H&M,Accessories,Summer,41.3,19.93
2024-06-17,H&M,Accessories,Summer,42.12,19.36
2024-06-24,H&M,Accessories,Summer,43.21,18.19
2024-07-01,H&M,Accessories,Summer,46.23,15.46
2024-07-08,H&M,Accessories,Summer,44.07,17.21
2024-07-15,H&M,Accessories,Summer,47.28,17.05
2024-07-22,H&M,Accessories,Summer,43.49,16.66
2024-07-29,H&M,Accessories,Summer,45.21,17.47
2024-08-05,H&M,Accessories,Summer,47.87,20.04
2024-08-12,H&M,Accessories,Summer,48.28,18.86
2024-08-19,H&M,Accessories,Summer,50.1,16.38
2024-08-26,H&M,Accessories,Summer,48.43,16.17
2024-09-02,H&M,Accessories,Fall,48.61,13.47
2024-09-09,H&M,Accessories,Fall,52.92,13.32
2024-09-16,H&M,Accessories,Fall,51.46,13.18
2024-09-23,H&M,Accessories,Fall,54.66,12.72
2024-09-30,H&M,Accessories,Fall,53.59,10.78
2024-10-07,H&M,Accessories,Fall,49.34,14.71
2024-10-14,H&M,Accessories,Fall,49.55,15.53
2024-10-21,H&M,Accessories,Fall,47.33,15.17
2024-10-28,H&M,Accessories,Fall,45.42,15.55
2024-11-04,H&M,Accessories,Fall,45.97,17.42
2024-11-11,H&M,Accessories,Fall,46.7,15.07
2024-11-18,H&M,Accessories,Fall,46.35,16.58
2024-11-25,H&M,Accessories,Fall,47.91,14.34
2024-12-02,H&M,Accessories,Winter,48.3,14.84
2024-12-09,H&M,Accessories,Winter,48.11,12.63
2024-12-16,H&M,Accessories,Winter,49.1,15.22
2024-12-23,H&M,Accessories,Winter,47.92,13.38
2024-12-30,H&M,Accessories,Winter,44.93,13.76
2024-01-01,H&M,Bottoms,Winter,52.73,10.19
2024-01-08,H&M,Bottoms,Winter,52.14,10.2
2024-01-15,H&M,Bottoms,Winter,54.41,8.67
2024-01-22,H&M,Bottoms,Winter,57.41,8.0
2024-01-29,H&M,Bottoms,Winter,53.63,9.73
2024-02-05,H&M,Bottoms,Winter,53.79,9.17
2024-02-12,H&M,Bottoms,Winter,51.52,11.34
2024-02-19,H&M,Bottoms,Winter,53.14,9.61
2024-02-26,H&M,Bottoms,Winter,57.66,8.96
2024-03-04,H&M,Bottoms,Spring,56.53,12.12
2024-03-11,H&M,Bottoms,Spring,53.71,11.11
2024-03-18,H&M,Bottoms,Spring,52.98,12.2
2024-03-25,H&M,Bottoms,Spring,53.14,11.28
2024-04-01,H&M,Bottoms,Spring,53.37,10.05
2024-04-08,H&M,Bottoms,Spring,51.36,12.55
2024-04-15,H&M,Bottoms,Spring,52.57,12.89
2024-04-22,H&M,Bottoms,Spring,53.19,11.5
2024-04-29,H&M,Bottoms,Spring,55.52,11.12
2024-05-06,H&M,Bottoms,Spring,56.91,10.98
2024-05-13,H&M,Bottoms,Spring,55.37,11.7
2024-05-20,H&M,Bottoms,Spring,56.65,11.25
2024-05-27,H&M,Bottoms,Spring,57.51,10.33
2024-06-03,H&M,Bottoms,Summer,58.09,12.15
2024-06-10,H&M,Bottoms,Summer,58.3,9.87
2024-06-17,H&M,Bottoms,Summer,53.81,10.9
2024-06-24,H&M,Bottoms,Summer,56.55,11.21
2024-07-01,H&M,Bottoms,Summer,57.09,14.1
2024-07-08,H&M,Bottoms,Summer,54.43,10.97
2024-07-15,H&M,Bottoms,Summer,52.83,11.23
2024-07-22,H&M,Bottoms,Summer,50.43,13.13
2024-07-29,H&M,Bottoms,Summer,45.98,13.92
2024-08-05,H&M,Bottoms,Summer,45.92,13.98
2024-08-12,H&M,Bottoms,Summer,45.02,14.37
2024-08-19,H&M,Bottoms,Summer,46.64,14.2
2024-08-26,H&M,Bottoms,Summer,47.58,12.85
2024-09-02,H&M,Bottoms,Fall,49.21,12.78
2024-09-09,H&M,Bottoms,Fall,54.22,10.42
2024-09-16,H&M,Bottoms,Fall,49.65,9.44
2024-09-23,H&M,Bottoms,Fall,49.2,11.76
2024-09-30,H&M,Bottoms,Fall,48.16,13.08
2024-10-07,H&M,Bottoms,Fall,47.88,12.37
2024-10-14,H&M,Bottoms,Fall,48.53,11.55
2024-10-21,H&M,Bottoms,Fall,50.32,11.31
2024-10-28,H&M,Bottoms,Fall,52.77,11.48
2024-11-04,H&M,Bottoms,Fall,52.06,12.11
2024-11-11,H&M,Bottoms,Fall,53.65,10.55
2024-11-18,H&M,Bottoms,Fall,58.19,10.09
2024-11-25,H&M,Bottoms,Fall,56.65,11.0
2024-12-02,H&M,Bottoms,Winter,56.96,8.53
2024-12-09,H&M,Bottoms,Winter,56.39,9.86
2024-12-16,H&M,Bottoms,Winter,54.92,10.93
2024-12-23,H&M,Bottoms,Winter,57.27,8.78
2024-12-30,H&M,Bottoms,Winter,61.6,8.25
2024-01-01,H&M,Dresses,Winter,96.97,6.32
2024-01-08,H&M,Dresses,Winter,97.03,5.12
2024-01-15,H&M,Dresses,Winter,94.11,5.45
2024-01-22,H&M,Dresses,Winter,102.76,4.74
2024-01-29,H&M,Dresses,Winter,102.57,5.01
2024-02-05,H&M,Dresses,Winter,99.66,4.47
2024-02-12,H&M,Dresses,Winter,100.01,5.06
2024-02-19,H&M,Dresses,Winter,97.67,5.88
2024-02-26,H&M,Dresses,Winter,96.26,5.25
2024-03-04,H&M,Dresses,Spring,93.96,6.75
2024-03-11,H&M,Dresses,Spring,94.89,6.77
2024-03-18,H&M,Dresses,Spring,97.58,6.41
2024-03-25,H&M,Dresses,Spring,94.73,6.8
2024-04-01,H&M,Dresses,Spring,95.52,6.08
2024-04-08,H&M,Dresses,Spring,92.86,7.26
2024-04-15,H&M,Dresses,Spring,98.51,6.46
2024-04-22,H&M,Dresses,Spring,96.17,5.46
